.id,X.,Heb.je.een.Kamer.van.Koophandel.nummer.,Wat.is.jouw.professionele.titel.,Met.welke.activiteit.verdien.je.het.grootste.deel.van.je.omzet.,Waarom.heb.je.je.aangemeld.voor.dit.programma.,Hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op..Business.skills..,Hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op..Artistieke.skills...,En.hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op..Psychologische.skills..,Is.er.naast.Business..Artistieke.en.Psychologische.skills.nog.een.soort.skills.die.niet.genoemd.is.en.die.je.wel.erg.belangrijk.vindt..,Welke.soort.skills.mis.je.nog.in.de.voorgaande.vragen.en.wil.je.wel.op.focussen.in.de.training.die.je.gaat.doen.,Hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op...field.81db4bc4.62bf.4021.b511.b9f01866065f....in.de.training.die.je.gaat.volgen.,Aan.welke.onderdelen.denk.jij.het.meest.te.hebben.om.jouw.doelen.te.bereiken.,Kun.je.toelichten.waarom.je...field.a3329bb5.67ab.418c.a388.237285d8ecda...hebt.gekozen.,Wat.is.je.maandelijkse.omzet.,Welk.deel.van.je.omzet.verdien.je.met.je.creatieve.activiteiten.,In.de.komende.12.maanden.wil.ik.praktische.experimenten.doen.om.oplossingen.te.bedenken.voor.mijn.klanten.en.opdrachtgevers...,In.de.komende.12.maanden.ben.ik.van.plan.om.een.prototype.te.ontwikkelen.voor.een.product.of.dienst...,In.de.komende.12.maanden.ben.ik.van.plan.om.een.waardepropositie.te.ontwikkelen...,In.de.komende.12.maanden.ben.ik.van.plan.om.mijn.waardepropositie.te.testen.in.de.markt...,In.de.komende.12.maanden.ben.ik.van.plan.om.te.stoppen.met.mijn..bij.baan.of.veel.minder.tijd.aan.mijn..bij.baan.te.spenderen..zodat.ik.me.kan.focussen.op.mijn.onderneming...,In.de.komende.12.maanden.ben.ik.van.plan.om.mijn.eigen.geld.in.mijn.onderneming.te.investeren...,In.de.komende.12.maanden.ben.ik.van.plan.om.een..extra..zakelijke.bankrekening.te.openen.....,In.de.komende.12.maanden.ben.ik.van.plan.om.dure.apparatuur.aan.te.schaffen.voor.mijn.onderneming.....,In.de.komende.12.maanden.ben.ik.van.plan.om.te.zoeken.naar.financiering.voor.mijn.plannen......,Ik.herken.altijd.kansen,Ik.ben.creatief,Ik.kan.goed.problemen.oplossen,Ik.ben.een.goede.leider,Het.is.makkelijk.om.met.anderen.te.communiceren,Ik.heb.altijd.nieuwe.ideeën,Ik.maak.makkelijk.contact,Ik.heb.zelfvertrouwen,Ik.heb.analytisch.vermogen,Ik.ben.optimistisch,Ik.hou.van.authenticiteit..bij.jezelf.blijven.,Ik.ben.doelgericht,Ik.ben.daadkrachtig,Ik.ben.nieuwsgierig,Ik.heb.discipline,Ik.heb.sociaal.adaptatievermogen,Ik.ben.communicatief,Ik.ben.efficiënt,Ik.heb.verantwoordelijkheidsgevoel,Ik.heb.doorzettingsvermogen,Ik.heb.zelfkennis,Ik.heb.empatisch.vermogen,Ik.ben.goed.in.leiderschap,Ik.ben.stressbestendig,Ik.doe.altijd.goed.mijn.best..ook.wanneer.het.moeilijk.is,Ik.stop.veel.energie.in.het.verbeteren.van.mijn..werk.resultaten,Ik.probeer.altijd.extra.verantwoordelijkheden.te.nemen,Ik.probeer.betere.resultaten.te.halen.dan.mijn.vakgenoten,Als.ik.plannen.maak.weet.ik.zeker.dat.ze.werken,Als.ik.iets.goed.doe..komt.dat.door.mijn.vaardigheden.en.niet.door.geluk,Wat.mij.overkomt.komt.door.mijn.eigen.gedrag,Veel.ongelukkige.gebeurtenissen.in.het.leven.van.een.persoon.komen.door.pech.,Een.goede..creatieve..business.hebben.komt.voornamelijk.door.op.het.juiste.moment.op.de.juiste.plek.te.zijn,Soms.heb.ik.het.idee.dat.ik.niet.genoeg.controle.heb.over.mijn.leven,Niets.is.interessanter.dan.leven.onder.steeds.veranderende.omstandigheden,Innovatieve.mensen.en.mensen.die.risico.s.nemen.bereiken.meer.in.het.leven.dan.geordende.mensen,Als.je.echt.wilt.genieten.van.je.vakantie..moet.je.deze.goed.plannen,Hetzelfde.doen.op.dezelfde.plek.voor.een.lange.periode.leidt.tot.een.gelukkig.leven,Start.Date..UTC.,Submit.Date..UTC.,Network.ID,Tags
WerktuigPPO |  FebMar,esejsolg5jrnkesejm8af1ktinbpgoxu,Ja,videomaker van levensverhalen,zakelijke teksten schrijven,"Om mezelf meer als ondernemer te profileren,Om mijn omzet te vergroten,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",7,6,7,1,om meer zichtbaar te worden als ondernemer,9,Onderzoeken van nieuwe mogelijkheden,omdat ik denk dat we dat gaan doen,€ 3.500 - € 4.000,5,Mee eens,Neutraal,Neutraal,Niet mee eens,Mee eens,Mee eens,Neutraal,Neutraal,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Mee eens,Neutraal,Neutraal,Niet mee eens,Neutraal,Neutraal,Neutraal,Neutraal,2022-04-26 11:53:03,2022-04-26 12:02:38,5c4e34a8ea,NA
WerktuigPPO |  FebMar,7qpyztzqy3nvr7dcf627qpyztzqmqi0l,Ja,Surface Designer,ontwerpen van prints en graphics,"Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik de waarde van mijn creativiteit wil bepalen,Om mijn omzet te vergroten,Om mezelf meer als ondernemer te profileren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik een (fulltime) creatieve professional wil worden,Anders",10,5,2,0,,NA,,,€ 1.500 - € 2.000,100,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Neutraal,Niet mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Niet mee eens,2022-04-26 11:43:46,2022-04-26 11:51:15,510b776ab2,NA
WerktuigPPO |  FebMar,xa43rsblgwhruycfuafxa43rs213oykn,Nog niet,l,x,"Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn omzet te vergroten,Om mijn bestaande creatieve onderneming beter te leren managen,Om mezelf meer als ondernemer te profileren,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",6,5,5,0,,NA,,,Minder dan €1.000,5,Mee eens,Neutraal,Helemaal niet mee eens,Mee eens,Helemaal mee eens,Niet mee eens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-21 15:01:57,2022-04-21 15:03:37,94182e5a69,NA
WerktuigPPO |  FebMar,sbf30utr0trwah0v9rysbf3uwn8ovqdk,Nee,H,D,"Om mezelf meer als ondernemer te profileren,Om mijn bestaande creatieve onderneming beter te leren managen,Om mijn omzet te vergroten,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",10,10,10,0,,NA,,,€ 4.000 - € 4.500,50,Mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal mee eens,Mee eens,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Mee eens,Mee eens,Neutraal,Neutraal,Neutraal,Mee eens,Mee eens,Neutraal,Neutraal,Mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Neutraal,2022-04-21 14:34:02,2022-04-21 14:36:50,8e634903be,NA
WerktuigPPO |  FebMar,8bm2auc7xd4th8zgefj68bm2auc7uavf,Ja,designer,ontwerpen,"Om mijn persoonlijke vaardigheden te verbeteren,Om mijn omzet te vergroten,Om mezelf meer als ondernemer te profileren,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",2,1,2,0,,NA,,,€ 3.000 - € 3.500,NA,Helemaal niet mee eens,Helemaal niet mee eens,Niet mee eens,Niet mee eens,Helemaal mee eens,Mee eens,Helemaal niet mee eens,Mee eens,Niet mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,2022-04-15 09:05:30,2022-04-15 09:11:48,c2538ebbf4,NA
WerktuigPPO |  May,y3qrf6kgytd9n08y3qreo79aahusz1ax,Ja,Communicatieve & creatieve financial,adviseren,"Om mijn omzet te vergroten,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mezelf meer als ondernemer te profileren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik een gebrek aan zakelijke kennis heb,Om mijn persoonlijke vaardigheden te verbeteren,Anders",8,6,8,0,,NA,,,€ 1.500 - € 2.000,25,Neutraal,Niet mee eens,Mee eens,Mee eens,Niet mee eens,Mee eens,Neutraal,Niet mee eens,Niet mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Helemaal mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Niet mee eens,Neutraal,Neutraal,Neutraal,Niet mee eens,Niet mee eens,Mee eens,Neutraal,Helemaal niet mee eens,Helemaal niet mee eens,2022-06-13 13:04:32,2022-06-13 13:29:43,7ded8d01cb,NA
WerktuigPPO |  May,vprpu1kmb7t8ui04vb74eovprpu12jsp,Ja,Illustrator,Illustreren en vormgeven,"Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn omzet te vergroten,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn persoonlijke vaardigheden te verbeteren,Om mezelf meer als ondernemer te profileren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik een (fulltime) creatieve professional wil worden,Anders",10,0,10,0,,NA,,,€ 2.500 - € 3.000,75,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Neutraal,Niet mee eens,Niet mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Neutraal,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Neutraal,Neutraal,Mee eens,Mee eens,Niet mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Niet mee eens,Helemaal niet mee eens,2022-06-12 10:05:44,2022-06-12 10:15:07,f47501d9fc,NA
WerktuigPPO |  May,swzktuh58e65qlwswzktf7i18fynafeb,Ja,Designer,Ontwerpen en ondersteunen van andere ondernemers,"Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik een (fulltime) creatieve professional wil worden,Om mezelf meer als ondernemer te profileren,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn omzet te vergroten,Anders",10,9,7,0,,NA,,,Minder dan €1.000,33,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Helemaal niet mee eens,Helemaal niet mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Niet mee eens,Niet mee eens,Helemaal niet mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Niet mee eens,2022-06-12 07:18:19,2022-06-12 08:22:39,0b0e58daa8,NA
WerktuigPPO |  May,62csk6ou3q4jucbjmwet62csk6yzi8rr,Ja,grafisch ontwerper en illustrator,grafisch ontwerp,"Anders,Omdat ik de waarde van mijn creativiteit wil bepalen,Om mijn omzet te vergroten,Om mezelf meer als ondernemer te profileren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn bestaande creatieve onderneming beter te leren managen,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie",7,7,10,1,Authenticiteit: leren hoe je je meest authentieke - en in alle opzichten meest waardevolle - creatieve pad helder krijgt voor jezelf.,10,Onderzoeken van nieuwe mogelijkheden,"Ik merk dat het pad van grafisch ontwerp niet meer mijn volledige focus en liefde krijgt. Ik weet dat het tijd is om mijn creatieve focus te verleggen naar illustratie, autonoom werk en volledige authenticiteit daarin, maar van dat pad heb ik nog niet precies helder in welke richting het gaat en hoe ik er een inkomen uit kan genereren.",€ 1.000 - € 1.500,100,Mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Neutraal,Mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Neutraal,Niet mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Neutraal,Niet mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Niet mee eens,Neutraal,2022-06-10 13:13:15,2022-06-10 14:07:15,db23d5dc88,NA
WerktuigPPO |  May,3zk4suwgfehmkp0yjy74l3zk4sufgqpp,Ja,Fotograaf,Fotograferen en geven van cursussen,"Om mijn persoonlijke vaardigheden te verbeteren,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Om mijn omzet te vergroten,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn bestaande creatieve onderneming beter te leren managen,Om mezelf meer als ondernemer te profileren,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",8,9,7,0,,NA,,,Minder dan €1.000,70,Niet mee eens,Niet mee eens,Niet mee eens,Helemaal niet mee eens,Neutraal,Helemaal niet mee eens,Helemaal niet mee eens,Mee eens,Helemaal niet mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Helemaal mee eens,Neutraal,Neutraal,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Mee eens,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Neutraal,Niet mee eens,Neutraal,Mee eens,Niet mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Niet mee eens,Niet mee eens,2022-06-10 08:34:47,2022-06-10 09:00:43,f06d566303,NA
WerktuigPPO |  May,i43lwiko6dix2i43lsrypagox2esrvme,Ja,Interior designer,Tekenwerk (kantoorbaan),"Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Om mezelf meer als ondernemer te profileren,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mijn omzet te vergroten,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Anders",10,4,10,0,,NA,,,€ 4.000 - € 4.500,100,Niet mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Niet mee eens,Neutraal,Niet mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Neutraal,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Niet mee eens,Niet mee eens,Niet mee eens,Mee eens,Mee eens,Niet mee eens,Niet mee eens,2022-06-10 07:51:34,2022-06-10 08:00:05,c89b2dfb4f,NA
WerktuigPPO |  May,fi5o9rh4kj862yssfi5o9ua2mgm1o99r,Ja,Illustrator,Creatieve projecten op maat,"Omdat ik een (fulltime) creatieve professional wil worden,Om mijn omzet te vergroten,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik een gebrek aan zakelijke kennis heb,Om mezelf meer als ondernemer te profileren,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",8,8,7,1,Persoonlijke groei,9,Visie aanscherpen,Omdat ik merk dat ik nog te veel zoekende ben hierin en misschien daardoor wat te breed aanbod heb,Gaat je niks aan,25,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Neutraal,Niet mee eens,Neutraal,Niet mee eens,Neutraal,Niet mee eens,Niet mee eens,2022-06-09 16:13:56,2022-06-09 16:23:10,d4c9bda1f6,NA
WerktuigPPO |  May,wqsrcdc9s376erfn7rfeurwqsrcdhnod,Ja,Artiest,Muziek uitbrengen,"Om mijn persoonlijke vaardigheden te verbeteren,Om mijn omzet te vergroten,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn bestaande creatieve onderneming beter te leren managen,Om mezelf meer als ondernemer te profileren,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Anders",8,9,7,0,,NA,,,€ 3.500 - € 4.000,75,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Helemaal niet mee eens,Helemaal mee eens,Helemaal niet mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Niet mee eens,Mee eens,Neutraal,Niet mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Niet mee eens,2022-06-09 13:48:11,2022-06-09 13:57:53,538455f7a4,NA
WerktuigPPO |  May,anhmw7r6gs3c10dadlwtanhmwj79a0l0,Ja,Tekstschrijver en bladcoördinator,Teksten schrijven,"Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mezelf meer als ondernemer te profileren,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mijn bestaande creatieve onderneming beter te leren managen,Om mijn omzet te vergroten,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik een gebrek aan zakelijke kennis heb,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik een (fulltime) creatieve professional wil worden,Anders",9,6,7,0,,NA,,,€ 3.000 - € 3.500,100,Niet mee eens,Helemaal niet mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Niet mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Niet mee eens,Mee eens,Niet mee eens,Helemaal mee eens,Helemaal niet mee eens,Niet mee eens,2022-06-09 13:07:30,2022-06-09 13:14:29,a1cc1b2ab5,NA
WerktuigPPO |  May,1qag0dkqt7fbb1xiuloa4fkq3lyaexiu,Ja,Foodfotograaf,Receptontwikkeling,"Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mijn omzet te vergroten,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn persoonlijke vaardigheden te verbeteren,Om mezelf meer als ondernemer te profileren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn bestaande creatieve onderneming beter te leren managen,Anders",9,0,5,1,IT skills,9,Praktische verbeterstappen zoeken,Omdat dit een training is om mijn SEO te verbeteren. Veel praktischer wordt het niet.,€ 3.000 - € 3.500,100,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal niet mee eens,Helemaal mee eens,Helemaal niet mee eens,Neutraal,Niet mee eens,Niet mee eens,Helemaal mee eens,Mee eens,Neutraal,Niet mee eens,Niet mee eens,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Helemaal niet mee eens,Mee eens,Niet mee eens,Mee eens,Neutraal,Mee eens,2022-06-09 11:40:58,2022-06-09 11:47:39,0e7d557924,NA
